user_id,song_id,interaction_score
1040,10122,1.1009174311926606
1000,10168,1.8807339449541285
1025,10165,1.5596330275229358
1049,10184,0.8256880733944955
1011,10091,1.3761467889908259
1014,10011,2.1100917431192663
1046,10006,1.8807339449541285
1002,10038,1.5596330275229358
1023,10152,2.064220183486239
1024,10130,1.743119266055046
1043,10023,1.1926605504587156
1022,10104,1.4678899082568808
1004,10098,1.1009174311926606
1014,10183,1.1926605504587156
1008,10064,1.1926605504587156
1029,10021,1.0091743119266057
1025,10043,1.926605504587156
1046,10099,2.293577981651376
1041,10018,1.651376146788991
1012,10031,2.7522935779816518
1025,10023,1.8807339449541285
1040,10049,1.1926605504587156
1001,10061,1.1926605504587156
1049,10108,1.146788990825688
1033,10004,1.5596330275229358
1008,10190,1.146788990825688
1037,10134,0.7798165137614679
1048,10193,1.743119266055046
1004,10174,0.5504587155963303
1020,10131,1.1926605504587156
1037,10090,1.926605504587156
1013,10170,2.293577981651376
1002,10121,0.5504587155963303
1014,10082,1.1926605504587156
1007,10125,1.1926605504587156
1037,10093,0.22935779816513763
1022,10123,1.743119266055046
1018,10071,1.743119266055046
1007,10023,3.211009174311927
1043,10004,2.7981651376146788
1038,10192,0.7798165137614679
1018,10184,1.9724770642201837
1049,10171,0.7798165137614679
1013,10028,1.146788990825688
1031,10035,1.1926605504587156
1041,10012,2.431192660550459
1034,10095,1.0091743119266057
1029,10176,0.7339449541284404
1009,10130,0.1834862385321101
1028,10055,0.5963302752293578
1011,10141,1.5137614678899083
1043,10183,1.1926605504587156
1026,10113,1.1009174311926606
1020,10146,0.7798165137614679
1048,10078,1.1009174311926606
1009,10176,1.1009174311926606
1039,10164,1.5596330275229358
1048,10105,1.5596330275229358
1046,10046,1.8807339449541285
1027,10000,2.8440366972477067
1010,10152,1.1009174311926606
1023,10162,1.5596330275229358
1003,10087,1.1926605504587156
1016,10035,0.22935779816513763
1034,10053,0.5504587155963303
1020,10134,2.2477064220183487
1048,10037,1.834862385321101
1031,10093,3.165137614678899
1026,10122,1.5137614678899083
1000,10153,1.146788990825688
1040,10175,1.8807339449541285
1003,10182,3.1192660550458715
1016,10105,1.146788990825688
1030,10161,0.5963302752293578
1043,10024,1.4678899082568808
1039,10103,2.064220183486239
1018,10097,1.0550458715596331
1043,10130,1.146788990825688
1010,10103,1.146788990825688
1029,10154,1.3302752293577982
1011,10019,2.2477064220183487
1011,10120,1.146788990825688
1011,10065,1.146788990825688
1035,10071,1.743119266055046
1025,10178,1.146788990825688
1026,10153,2.0183486238532113
1044,10055,1.3302752293577982
1032,10198,1.5596330275229358
1043,10126,2.7981651376146788
1049,10163,1.8807339449541285
1023,10016,1.1926605504587156
1044,10000,0.7798165137614679
1049,10004,1.146788990825688
1013,10138,1.146788990825688
1031,10177,1.0091743119266057
1011,10090,2.1100917431192663
1021,10059,1.834862385321101
1015,10190,1.146788990825688
1024,10093,0.27522935779816515
1019,10066,1.8807339449541285
1015,10149,0.8256880733944955
1020,10175,1.146788990825688
1007,10081,1.1926605504587156
1045,10027,0.5963302752293578
1037,10194,1.926605504587156
1003,10167,1.4678899082568808
1020,10095,1.926605504587156
1018,10068,1.146788990825688
1034,10097,1.5596330275229358
1044,10143,0.8256880733944955
1022,10048,1.1926605504587156
1044,10125,0.7339449541284404
1023,10136,0.22935779816513763
1047,10180,0.1834862385321101
1018,10039,1.3761467889908259
1009,10183,1.5596330275229358
1035,10125,0.7798165137614679
1010,10107,1.1009174311926606
1031,10058,1.1009174311926606
1036,10172,0.963302752293578
1010,10019,1.1926605504587156
1032,10043,2.293577981651376
1025,10176,0.6422018348623854
1025,10178,1.1926605504587156
1028,10097,0.22935779816513763
1020,10010,3.0275229357798166
1023,10126,3.3486238532110093
1045,10087,1.926605504587156
1049,10174,1.1009174311926606
1008,10004,0.09174311926605505
1030,10010,2.8440366972477067
1040,10176,2.0183486238532113
1016,10095,2.431192660550459
1038,10007,2.385321100917431
1019,10166,1.5137614678899083
1011,10121,1.834862385321101
1026,10195,1.4678899082568808
1008,10165,0.6422018348623854
1005,10153,0.7798165137614679
1029,10076,2.7981651376146788
1013,10100,2.1100917431192663
1025,10193,1.146788990825688
1013,10194,2.385321100917431
1033,10099,0.6880733944954129
1038,10027,0.7339449541284404
1039,10051,3.0275229357798166
1037,10100,0.27522935779816515
1010,10073,1.146788990825688
1026,10083,1.6055045871559634
1030,10058,2.293577981651376
1012,10005,1.146788990825688
1028,10032,0.5963302752293578
1047,10160,2.7981651376146788
1013,10087,1.651376146788991
1038,10008,0.7798165137614679
1032,10163,1.8807339449541285
1040,10002,2.1100917431192663
1030,10101,1.6972477064220184
1033,10106,2.431192660550459
1034,10119,1.146788990825688
1043,10178,2.064220183486239
1006,10047,2.385321100917431
1022,10018,1.5137614678899083
1009,10081,1.6972477064220184
1018,10146,2.0183486238532113
1035,10036,1.926605504587156
1046,10068,1.146788990825688
1002,10147,0.27522935779816515
1028,10163,1.926605504587156
1008,10134,1.2844036697247707
1016,10031,0.27522935779816515
1019,10142,0.5963302752293578
1011,10071,2.4770642201834865
1010,10145,0.7339449541284404
1013,10138,1.743119266055046
1031,10026,1.926605504587156
1027,10190,1.146788990825688
1039,10152,2.1100917431192663
1013,10105,0.5963302752293578
1027,10123,0.7798165137614679
1008,10191,1.926605504587156
1020,10179,1.5137614678899083
1026,10193,0.6422018348623854
1014,10167,1.0091743119266057
1041,10120,0.7339449541284404
1047,10156,2.064220183486239
1022,10074,0.871559633027523
1047,10134,1.8807339449541285
1037,10001,1.5596330275229358
1049,10170,0.1834862385321101
1001,10145,0.6422018348623854
1014,10104,1.926605504587156
1004,10116,2.6605504587155964
1024,10073,1.5137614678899083
1031,10154,1.1926605504587156
1030,10161,0.6422018348623854
1001,10053,0.8256880733944955
1022,10090,0.6422018348623854
1001,10163,2.1100917431192663
1023,10059,1.1926605504587156
1033,10150,1.5137614678899083
1043,10081,1.1926605504587156
1047,10030,1.5596330275229358
1047,10044,1.6972477064220184
1002,10028,1.146788990825688
1019,10181,1.926605504587156
1004,10147,1.146788990825688
1014,10108,0.27522935779816515
1017,10020,2.431192660550459
1021,10050,0.8256880733944955
1030,10042,2.0183486238532113
1002,10143,1.1009174311926606
1031,10007,1.146788990825688
